	en	fr	es	el	it	ar	de	ja	hu	pt	hr	sl
deepfake_video_rating	Explanation: The algorithms of the verification plugin find	Explication : Les algorithmes du plugin de vérification trouvent	Explicación: Los algorithmos del plugin de verificación encuentran	Εξήγηση: Οι αλγόριθμοι του πρόσθετου InVID-WeVerify εντοπίζουν	Spiegazione: Gli algoritmi del plugin di verifica trovano	الشرح: خوارزميات إضافة InVID-WeVerify تجد:	Erklärung: Die Algorithmen des InVID-WeVerify-Plugins finden	説明: 検証プラグインのアルゴリズムは次のようになります。	Magyarázat: A verifikációs bővítmény algoritmusai	Explicação: Os algoritmos do plugin de verificação encontram	Objašnjenje: Algoritmi dodatka za provjeru pronalaze	Pojasnilo: Algoritmi vtičnika za preverjanje najdejo
deepfake_video_rating_4	very strong evidence suggesting that this video contains AI manipulated faces.	très fortes preuves suggérant que cette vidéo contient des visages manipulés par l'IA.	evidencia muy fuerte que sugiere que este video contiene caras manipuladas por IA.	πολύ ισχυρές ενδείξεις που υποδηλώνουν ότι αυτό το βίντεο περιέχει πρόσωsa που έχουν υποστεί επεξεργασία με τεχνητή νοημοσύνη.	prove molto forti che suggeriscono che questo video contiene volti manipulati dall'IA.	أدلة قوية جداً تشير إلى أن هذا الفيديو يحتوي على وجوه تم التلاعب بها بواسطة الذكاء الاصطناعي.	sehr starke Hinweise darauf, dass dieses Video von KI manipulierte Gesichter enthält.	このビデオには AI で改変された顔が含まれていることを示唆する非常に強力な証拠があります	nagyon erős bizonyítékot találnak arra, hogy ez a videó mesterséges intelligenciával manipulált arcokat tartalmaz.	evidência muito forte que sugere que este vídeo contém rostos manipulados por IA.	vrlo jake dokaze koji upućuju na to da ovaj videozapis sadrži AI manipulirana lica.	zelo močne dokaze, ki kažejo, da ta videoposnetek vsebuje obraze, spremenjene z umetno inteligenco.
deepfake_video_rating_3	strong evidence suggesting that this video contains AI manipulated faces.	des preuves solides suggérant que cette vidéo contient des visages manipulés par l'IA.	evidencia fuerte que sugiere que este video contiene caras manipuladas por IA.	ισχυρές ενδείξεις που υποδηλώνουν ότι αυτό το βίντεο περιέχει πρόσωπα που έχουν υποστεί επεξεργασία με τεχνητή νοημοσύνη.	prove solide che suggeriscono che questo video contiene volti manipulati dall'IA.	أدلة قوية تشير إلى أن هذا الفيديو يحتوي على وجوه تم التلاعب بها بواسطة الذكاء الاصطناعي.	starke Hinweise darauf, أن dieses Video von KI manipulierte Gesichter enthält.	このビデオには AI で改変された顔が含まれていることを示唆する強力な証拠があります	erős bizonyítékot találnak arra, hogy ez a videó mesterséges intelligenciával manipulált arcokat tartalmaz.	evidência forte que sugere que este vídeo contém rostos manipulados por IA.	jake dokaze koji upućuju na to da ovaj videozapis sadrži AI manipulirana lica.	močne dokaze, ki kažejo, da ta videoposnetek vsebuje obraze, spremenjene z umetno inteligenco.
deepfake_video_rating_2	moderate evidence (suspicious but non conclusive) suggesting that this video could contain AI manipulated faces. The absence of detection does not guarantee the video is not post-edited.	preuves modérées (suspectes mais non concluantes) suggérant que cette vidéo pourrait contenir des visages manipulés par l'IA. L'absence de détection ne garantit pas que la vidéo n'a pas été retouchée.	evidencia moderada (sospechosa pero no concluyente) que sugiere que este video podría contener caras manipuladas por IA. La ausencia de detección no garantiza que el video no haya sido editado.	μέτριες ενδείξεις (ύποπτες αλλά μη καταληκτικές) που υποδηλώνουν ότι αυτό το βίντεο θα μπορούσε να περιέχει πρόσωπα που έχουν υποστεί επεξεργασία με τεχνητή νοημοσύνη. Η απουσία ανίχνευσης δεν εγγυάται ότι το βίντεο δεν έχει υποστεί επεξεργασία.	evidenze moderate (sospette ma non conclusive) che suggeriscono che questo video potrebbe contenere volti manipolati dall'IA. L'assenza di rilevamento non garantisce che il video non sia stato post-editato.	هناك أدلة معتدلة (مشبوهة ولكن غير حاسمة) تشير إلى أن هذا الفيديو قد يحتوي على وجوه تم التلاعب بها بواسطة الذكاء الاصطناعي. عدم وجود اكتشاف لا يضمن عدم تحرير الفيديو.	moderate (verdächtig, aber nicht schlüssig) hinweise darauf, dass dieses Video von KI manipulierte Gesichter enthalten könnte. Das Fehlen einer Erkennung garantiert nicht, dass das Video nicht nachbearbeitet wurde.	このビデオには AI で改変された顔が含まれている可能性があることを示唆する中程度の証拠があります (疑わしいが決定的ではない)。検出されないからといって、ビデオが編集されていないという保証にはなりません	mérsékelt bizonyítékot (gyanús, de nem meggyőző) találnak arra, hogy ez a videó mesterséges intelligenciával manipulált arcokat tartalmazhat. Az észlelés hiánya nem garantálja, hogy a videó nincs utószerkesztve.	evidência moderada (suspeita, mas não conclusiva) que sugere que este vídeo pode conter rostos manipulados por IA. A ausência de detecção não garante que o vídeo não tenha sido editado.	umjerene dokaze (sumnjivo, ali ne i konačno) koji upućuju na to da bi ovaj videozapis mogao sadržavati lica izmijenjena umjetnom inteligencijom. Odsutnost detekcije ne jamči da videozapis nije naknadno uređen.	zmerne dokaze (sumljive, a ne dokončne), ki kažejo, da bi ta videoposnetek lahko vseboval obraze, spremenjene z umetno inteligenco. Odsotnost zaznave ne zagotavlja, da videoposnetek ni bil naknadno urejen.
deepfake_video_rating_1	weak evidence (non conclusive) suggesting that this video could contain AI manipulated faces. The absence of detection does not guarantee the video is not post-edited.	preuves faibles (non concluantes) suggérant que cette vidéo pourrait contenir des visages manipulés par l'IA. L'absence de détection ne garantit pas que la vidéo n'a pas été retouchée.	evidencia débil (no concluyente) que sugiere este video podría contener caras manipuladas por IA. La ausencia de detección no garantiza que el video no haya sido editado.	ασθενείς ενδείξεις (μη καταληκτικές) που υποδηλώνουν ότι αυτό το βίντεο θα μπορούσε να περιέχει πρόσωπα που έχουν υποστεί επεξεργασία με τεχνητή νοημοσύνη. Η απουσία ανίχνευσης δεν εγγυάται ότι το βίντεο δεν έχει υποστεί επεξεργασία.	evidenze deboli (non conclusive) che suggeriscono che questo video potrebbe contenere volti manipulati dall'IA. L'assenza di rilevamento non garantisce che il video non sia stato post-editato.	أدلة ضعيفة (غير حاسمة) تشير إلى أن هذا الفيديو قد يحتوي على وجوه تم التلاعب بها بواسطة الذكاء الاصطناعي. عدم وجود اكتشاف لا يضمن عدم تحرير الفيديو.	schwache (nicht schlüssige) hinweise darauf, dass dieses dieses Video von KI manipulierte Gesichter enthalten könnte. Das Fehlen einer Erkennung garantiert nicht, أن das Video nicht nachbearbeitet wurde.	このビデオに AI で改変された顔が含まれている可能性を示唆する弱い証拠があります (決定的ではありません)。検出されないからといって、ビデオが編集されていないという保証にはなりません	gyenge bizonyítékot (nem meggyőző) találnak arra, hogy ez a videó mesterséges intelligenciával manipulált arcokat tartalmazhat. Az észlelés hiánya nem garantálja, hogy a videó nincs utószerkesztve.	evidência fraca (não conclusiva) que sugere que este vídeo pode conter rostos manipulados por IA. A ausência de detecção não garante que o vídeo não tenha sido editado.	slabe dokaze (nekonkluzivno) koji upućuju na to da bi ovaj videozapis mogao sadržavati AI manipulirana lica. Odsutnost detekcije ne jamči da videozapis nije naknadno uređivan.	šibke dokaze (ne dokončne), ki kažejo, da bi ta videoposnetek lahko vseboval obraze, spremenjene z umetno inteligenco. Odsotnost zaznave ne zagotavlja, da videoposnetek ni bil naknadno urejen.
deepfake_video_download_chart_button	Download chart as jpeg file	Télécharger le graphique en tant que fichier jpeg	Descargar gráfico como archivo jpeg	Λήψη γραφήματος ως αρχείο jpeg	Scarica il grafico come file jpeg	تحميل المخطط كملف jpeg	Diagramm als jpeg-Datei herunterladen	チャートをJPEGファイルとしてダウンロード	Diagram letöltése jpeg fájlként	Baixar gráfico como arquivo jpeg	Preuzmi grafikon kao jpeg datoteku	Prenesi grafikon kot datoteko jpeg
deepfake_button_copy_text_1	Copy text	Copier le texte	Copiar texto	Αντιγραφή κειμένου	Copia testo	نسخ النص	Text kopieren	テキストをコピーする	Szöveg másolása	Copiar texto	Kopiraj tekst	Kopiraj besedilo
deepfake_button_copy_text_2	Text copied!	Texte copié !	¡Texto copiado!	Κείμενο αντιγράφηκε!	Testo copiato!	تم نسخ النص!	Text kopiert!	テキストがコピーされました!	Szöveg másolva!	Texto copiado!	Tekst kopiran!	Besedilo kopirano!
gauge_alert_label_4	Very strong evidence	Fortes preuves	Pruebas muy sólidas	Πολύ ισχυρά ενδείξεις	Forti evidenze	أدلة قوية جدًا	Sehr starke Beweise	とても強力な証拠	Nagyon erős bizonyíték	Provas muito sólidas	Vrlo jaki dokazi	Zelo močni dokazi
gauge_alert_label_3	Strong evidence	Preuves solides	Evidencia sólida	Ισχυρές ενδείξεις	Evidenza forte	أدلة قوية	Starke Beweise	強力な証拠	Erős bizonyíték	Evidência sólida	Jaki dokazi	Močni dokazi
gauge_alert_label_2	Moderate evidence (suspicious but non conclusive)	Preuves modérées (suspectes mais non concluantes)	Evidencia moderada (sospechosa pero no concluyente)	Μέτριες ενδείξεις (ύποπτες αλλά μη συμπερασματικές)	Evidenza moderata (sospetta ma non conclusiva)	أدلة معتدلة (مشبوهة ولكن غير نهائية)	Moderate Beweise (verdächtig, aber nicht abschließend)	中程度の証拠（疑わしいが決定的ではない）	Mérsékelt bizonyíték (gyanús, de nem meggyőző)	Evidência moderada (suspeita, mas não conclusiva)	Umjereni dokazi (sumnjivo, ali ne i konačno)	Zmerni dokazi (sumljivi, a ne dokončni)
gauge_alert_label_1	Weak evidence (non conclusive)	Preuves faibles (non concluantes)	Evidencia débil (no concluyente)	Αδύναμες ενδείξεις (μη συμπερασματικές)	Evidenza debole (non conclusiva)	أدلة ضعيفة (غير نهائية)	Schwache Beweise (nicht abschließend)	弱い証拠（決定的ではない）	Gyenge bizonyíték (nem meggyőző)	Evidência fraca (não conclusiva)	Slabi dokazi (nekonkluzivno)	Šibki dokazi (ne dokončni)
gauge_probability_text	Probability:	Probabilité :	Probabilidad:	Πιθανότητα:	Probabilità:	احتمالية:	Wahrscheinlichkeit:	確率:	Valószínűség:	Probabilidade:	Vjerojatnost:	Verjetnost:
gauge_generic_detection_text	This model finds the following probability of being AI-generated:	Ce modèle trouve la probabilité suivante d'être généré par l'IA :	Este modelo encuentra la siguiente probabilidad de ser generado por IA:	Αυτό το μοντέλο βρίσκει την ακόλουθη πιθανότητα να δημιουργηθεί από AI:	Questo modello trova la seguente probabilità di essere generato dall'intelligenza artificiale:	يجد هذا النموذج الاحتمال التالي ليتم إنشاؤه بواسطة الذكاء الاصطناعي:	Dieses Modell findet die folgende Wahrscheinlichkeit, KI-generiert zu sein:	このモデルは、AI によって生成される次の確率を検出します。	Ez a modell a következő valószínűséggel találja meg, hogy mesterséges intelligencia által generált:	Este modelo encontra a seguinte probabilidade de ser gerado por IA:	Ovaj model pronalazi sljedeću vjerojatnost da će ga generirati umjetna inteligencija:	Ta model najde naslednjo verjetnost, da je ustvarjen z umetno inteligenco:
gauge_scale_explanation_link	What do the gauge colors mean?	Que signifient les couleurs de la jauge ?	¿Qué significan los colores del indicador?	Τι σημαίνουν τα χρώματα του μετρητή;	Cosa significano i colori del indicatore?	ماذا تعني ألوان العداد؟	Was bedeuten die Farben der Anzeige?	ゲージの色は何を意味しますか?	Mit jelentenek a mérő színek?	O que significam as cores do indicador?	Što znače boje mjerača?	Kaj pomenijo barve merilnika?
gauge_scale_modal_explanation_title	What do the gauge colors mean?	Que signifient les couleurs de la jauge ?	¿Qué significan los colores del indicador?	Τι σημαίνουν τα colores del indicador?	Cosa significano i colori del indicatore?	ماذا تعني ألوان العداد؟	Was bedeuten die Farben der Anzeige?	ゲージの色は何を意味しますか?	Mit jelentenek a mérő színek?	O que significam as cores do indicador?	Što znače boje mjerača?	Kaj pomenijo barve merilnika?
gauge_scale_modal_explanation_rating_1	<50% - Weak evidence (non-conclusive)	<50 % - Preuves faibles (non concluantes)	<50 % - Evidencia débil (no concluyente)	<50 % - Αδύναμες ενδείξεις (μη συμπερασματικές)	<50 % - Evidenza debole (non conclusiva)	<50 % - أدلة ضعيفة (غير نهائية)	<50 % - Schwache Beweise (nicht abschließend)	<50% - 弱い証拠 (決定的ではない)	<50% - Gyenge bizonyíték (nem meggyőző)	<50% - Evidência fraca (não conclusiva)	<50% - Slabi dokazi (nekonkluzivno)	<50% - Šibki dokazi (ne dokončni)
gauge_scale_modal_explanation_rating_2	≥50% - Moderate evidence (suspicious but non-conclusive)	≥50 % - Preuves modérées (suspectes mais non concluantes)	≥50 % - Evidencia moderada (sospechosa pero no concluyente)	≥50 % - Μέτριες ενδείξεις (ύποπτες αλλά μη συμπερασματικές)	≥50 % - Evidenza moderata (sospetta ma non conclusiva)	≥50 % - أدلة معتدلة (مشبوهة ولكن غير نهائية)	≥50 % - Moderate Beweise (verdächtig, aber nicht abschließend)	≥50% - 中程度の証拠 (疑わしいが決定的ではない)	≥50% - Mérsékelt bizonyíték (gyanús, de nem meggyőző)	≥50% - Evidência moderada (suspeita, mas não conclusiva)	≥50% - Umjereni dokazi (sumnjivo, ali ne i konačno)	≥50% - Zmerni dokazi (sumljivi, a ne dokončni)
gauge_scale_modal_explanation_rating_3	≥70% - Strong evidence	≥70 % - Preuves solides	≥70 % - Evidencia sólida	≥70 % - Ισχυρές ενδείξεις	≥70 % - Forti evidenze	≥70 % - أدلة قوية	≥70 % - Starke Beweise	≥70% - 強力な証拠	≥70% - Erős bizonyíték	≥70% - Evidência sólida	≥70% - Jaki dokazi	≥70% - Močni dokazi
gauge_scale_modal_explanation_rating_4	≥90% - Very strong evidence	≥90 % - Preuves très solides	≥90 % - Evidencia muy sólida	≥90 % - Πολύ ισχυρές ενδείξεις	≥90 % - Evidenze molto forti	≥90 % - أدلة قوية جداً	≥90 % - Sehr starke Beweise	≥90% - とても強力な証拠	≥90% - Nagyon erős bizonyíték	≥90% - Evidência muito sólida	≥90% - Vrlo jaki dokazi	≥90% - Zelo močni dokazi
gauge_download_gauge_button	Download Gauge Chart as jpeg file	Télécharger le graphique de jauge en tant que fichier jpeg	Descargar gráfico de indicadores como archivo jpeg	Λήψη γραφήματος μέτρησης ως αρχείο jpeg	Scarica il grafico della misura come file jpeg	تحميل مخطط القياس كملف jpeg	Downloaden Sie das Messgerätendiagramm als jpeg-Datei	ゲージチャートをjpegファイルとしてダウンロード	Mérődiagram letöltése jpeg fájlként	Baixar gráfico de indicadores como arquivo jpeg	Preuzmi grafikon mjerača kao jpeg datoteku	Prenesi grafikon merilnika kot datoteko jpeg
deepfake_video_detection_chart_download_button_label	Download chart as jpeg file	Télécharger le graphique en tant que fichier jpeg	Descargar gráfico como archivo jpeg	Λήψη γραφήματος ως αρχείο jpeg	Scarica il grafico come file jpeg	تحميل المخطط كملف jpeg	Diagramm als jpeg-Datei herunterladen	チャートをJPEGファイルとしてダウンロード	A diagram letöltése JPEG fájlként.	Baixar gráfico como arquivo JPEG.	Preuzmi grafikon kao jpeg datoteku	Prenesi grafikon kot datoteko jpeg
