	en	fr	es	el	it	ar	de	ja	hu	pt	hr	sl
classroom_title_5	Figthing disinformation in the classroom (CBC News)	C'est quoi une fake news ? (RTS)	El negocio de las noticias falsas	Καταπολεμώντας την παραπληροφόρηση μέσα στην τάξη (CBC News)	Come funziona la disinformazione (cablata)	مكافحة الأخبار الزائفة في الفصل التعليمي (أخبار CBC)	Desinformation im Klassenzimmer bekämpfen (CBC News)	教室での偽情報との戦い (CBC ニュース)	A dezinformáció elleni küzdelem az osztályteremben (CBC News)	Combatendo a desinformação em sala de aula (CBC News)	Borba protiv dezinformacija u učionici (CBC News)	Boj proti dezinformacijam v razredu (CBC News)
classroom_url_5	https://www.youtube.com/embed/MeMp_E5dl4M?rel=0	https://www.rts.ch/play/embed?urn=urn:rts:video:9965541&subdivisions=false	https://www.youtube.com/embed/b78JI7-pEVY?rel=0	https://www.youtube.com/embed/MeMp_E5dl4M?rel=0	https://www.youtube.com/embed/frjititjisy?rel=0	https://www.youtube.com/embed/memp_e5dl4m؟rel=0	https://www.youtube.com/embed/MeMp_E5dl4M?rel=0	https://www.youtube.com/embed/MeMp_E5dl4M?rel=0	https://www.youtube.com/embed/MeMp_E5dl4M?rel=0	https://www.youtube.com/embed/b78JI7-pEVY?rel=0	https://www.youtube.com/embed/MeMp_E5dl4M?rel=0	https://www.youtube.com/embed/MeMp_E5dl4M?rel=0
remote_resources_title	Educational Resources	Ressources pédagogiques	Recursos educativos	Εκπαιδευτικοί πόροι	Risorse educative	المصادر التعليمية	Klassenzimmer	教育リソース	Tananyagok	Recursos educacionais	Obrazovni resursi	Izobraževalni viri
user_resources_title	Your content	Votre contenu	Tu contenido	Το εκπαιδευτικό περιεχόμενο σας	Il tuo contenuto	المحتوى الخاص بك	Ihr Inhalt	あなたのコンテンツ	Az ön tartalma 	Seu conteúdo	Vaš sadržaj	Vaša vsebina
display	Display	Afficher	Visualización	Απεικόνιση	Visualizzare	عرض	Anzeigen	表示	Mutasd	Exibir	Prikaz	Prikaz
user_resources_intro	This section allows you to broadcast your own lessons stored on Internet	Cet espace vous permet de diffuser vos propres contenus depuis le web.	Un espacio para enseñar Esta sección le permite transmitir sus propios videos de Internet.	Αυτή η ενότητα σάς επιτρέπει να μεταδώσετε τα δικά σας μαθήματα που είναι αποθηκευμένα στο Διαδίκτυο	Questa sezione ti consente di trasmettere le tue lezioni memorizzate su Internet	يتيح لك هذا القسم بث الدروس الخاصة بك المخزنة على الإنترنت	In diesem Abschnitt können Sie Ihre eigenen Lektionen übertragen, die im Internet gespeichert sind	このセクションでは、インターネット上に掲載されたご自身のレッスンを配信できます	Ez a szakasz lehetővé teszi az interneten tárolt saját óráinak közvetítését.	Esta seção permite que você transmita suas próprias aulas armazenadas na Internet.	Ovaj odjeljak omogućuje vam emitiranje vlastitih lekcija pohranjenih na internetu.	Ta odsek vam omogoča predvajanje lastnih lekcij, shranjenih na internetu.
user_resources_intro_remote	Enter the url of a YouTube, Twitter, Facebook public video or an website (see examples below):	Indiquez l'url d'une vidéo YouTube, Twitter, Facebook (public) ou un site web (voir les exemples ci-dessous):	Ponga la url de un video de YouTube, Twitter, Facebook (público) o un sitio web (ver ejemplos abajo):	Εισαγάγετε τη διεύθυνση URL ενός δημόσιου βίντεο στο YouTube, Twitter, Facebook ή ιστοσελίδας (δείτε παραδείγματα παρακάτω):	Inserisci l'URL di un video Youtube, Twitter, Facebook (pubblico) o di un sito Web (vedi esempi di seguito):	أدخل عنوان URL الخاص بيوتيوب أو تويتر أو Facebook Public Video أو موقع ويب (انظر الأمثلة أدناه):	Geben Sie die URL eines öffentlichen Videos auf YouTube, Twitter, Facebook oder einer Website ein (siehe Beispiele unten):	YouTube、Twitter、Facebook の公開ビデオまたは Web サイトの URL を入力する (以下の例を参照)。	Írja be a YouTube, Twitter, Facebook nyilvános videó vagy weboldal URL-jét (lásd az alábbi példákat):	Insira o URL de um vídeo público do YouTube, Twitter, Facebook ou de um site (consulte os exemplos abaixo):	Unesite URL javnog videozapisa s YouTubea, Twittera, Facebooka ili web stranice (pogledajte primjere u nastavku):	Vnesite URL javnega videoposnetka iz YouTube, Twitter, Facebook ali spletne strani (glejte primere spodaj):
api_input	Copy and paste a Youtube or Facebook url	Copier et coller une adresse YouTube ou Facebook	Copiar y pegar un enlace de YouTube o Facebook	Αντιγραφή και επικόλληση ενός Youtube ή Facebook URL	Copia e incolla un URL di YouTube o Facebook	نسخ ولصق عنوان URL على بيوتيوب أو فيسبوك أو تويتر	Kopieren Sie eine YouTube oder Facebook URL.	YouTube または Facebook の URL をコピーして貼り付ける	Másold és illeszd be egy YouTube- vagy Facebook-URL-t	Copie e cole um URL do YouTube ou Facebook	Kopirajte i zalijepite URL YouTubea ili Facebooka	Kopirajte in prilepite YouTube ali Facebook URL
close	Close	Fermer	Cerrar	Κλείσιμο	Chiudere	أغلق	Schließen	閉じる	Bezárás	Fechar	Zatvori	Zapri
game_resources_title	Gamification	Jeu sérieux	Gamificación	Παιχνιδοποίηση	Gamification	التلعيب	Gamification	ゲーミフィケーション	Játékos tanulás	Gamificação	Igrifikacija	Igrifikacija
game_resources_intro	Serious game about using the verification plugin	Jeu sérieux sur l'utilisation de l'extension de vérification	Juego serio sobre el uso del plugin de verificación	Σοβαρό παιχνίδι σχετικά με τη χρήση της προσθήκης επαλήθευσης	Gioco serio sull'uso del plugin di verifica	لعبة جادة حول استخدام البرنامج المساعد للتحقق	Ernstes Spiel über die Verwendung des Verifizierungs -Plugins	事実検証プラグインを学ぶゲーム	Egy játék, ami megtanítja az eszköz használatát	Jogo sério sobre o uso do plugin de verificação	Ozbiljna igra o korištenju dodatka za provjeru	Resna igra o uporabi vtičnika za preverjanje
game_resources_url										
examples	Examples :	Exemples :	Ejemplos :	Παραδείγματα:	Esempi:	أمثلة:	Beispiele:	例:	Példák	Exemplos:	Primjeri:	Primeri:
youtube_example	Youtube: https://www.youtube.com/embed/5wRv8boqIEc	Youtube: https://www.youtube.com/embed/5wRv8boqIEc	Youtube: https://www.youtube.com/embed/5wRv8boqIEc	Youtube: https://www.youtube.com/embed/5wRv8boqIEc	Youtube: https://www.youtube.com/embed/5wRv8boqIEc	youtube: https://www.youtube.com/embed/5wrv8boqiec	Youtube: https://www.youtube.com/embed/5wRv8boqIEc	Youtube: https://www.youtube.com/embed/5wRv8boqIEc	Youtube: https://www.youtube.com/embed/5wRv8boqIEc	Youtube: https://www.youtube.com/embed/5wRv8boqIEc	Youtube: https://www.youtube.com/embed/5wRv8boqIEc	Youtube: https://www.youtube.com/embed/5wRv8boqIEc
twitter_example	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqqizj-jhzrxl0i2.mp4	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4	Twitter: https://video.twimg.com/amplify_video/1055750649462308866/vid/640x360/yqQIZj-jHZRxl0i2.mp4
website_example	Website: https://weverify.eu/verification-plugin/	Site web: https://weverify.eu/verification-plugin/	Sitio web: https://weverify.eu/verification-plugin/	Website: https://weverify.eu/verification-plugin/	Sito web: https://weverify.eu/virification-plugin/	الموقع الإلكتروني: https://weverify.eu/verification-plugin/	Website: https://weverify.eu/verification-plugin/	ウェブサイト: https://weverify.eu/verification-plugin/	Weboldal: https://weverify.eu/verification-plugin/	Website: https://weverify.eu/verification-plugin/	Web stranica: https://weverify.eu/verification-plugin/	Spletna stran: https://weverify.eu/verification-plugin/
glossary_title	Glossary	Glossaire	Glosario	Γλωσσάριο	Glossario	قائمة المصطلحات	Glossar	用語集	Szószedett 	Glossário	Pojmovnik	Slovar
glossary_word_1	fake news	infox	bulo	ψεύτικα νέα	Fake news	أخبار زائفة	Falschinformation	フェイクニュース	hamis hírek (fake news)	Notícias falsas	Lažne vijesti	Lažne novice
glosary_definition_1	false stories that appear to be news, spread on the internet or using other media, usually created to influence political views or as a joke (Cambridge dictionary)	Information mensongère ou délibérément biaisée, contribuant à la désinformation (Le Robert) ou information fallacieuse.	Noticia falsa propagada con algún fin. (RAE)	Οι ψευδείς ιστορίες που φαίνεται να είναι ειδήσεις, εξαπλώσουν στο διαδίκτυο ή χρησιμοποιώντας άλλα μέσα, συνήθως δημιουργούνται για να επηρεάζουν τις πολιτικές απόψεις ή ως αστείο (λεξικό Cambridge)	Notizie false, con particolare riferimento à quelle diffuse mediante la Rete (Vocabolario Treccani)	القصص الخاطئة التي يبدو أنها أخبار، تنتشر على الإنترنت أو باستخدام وسائط أخرى، عادة ما يتم إنشاؤها للتأثير على وجهات النظر السياسية أو كنكتة (قاموس كامبريدج)	falsche Geschichten, die als Nachrichten erscheinen, im Internet oder über andere Medien verbreitet werden und in der Regel dazu dienen, politische Ansichten zu beeinflussen oder einen Scherz zu machen.	インターネットや他のメディアで広まり、通常は政治的見解に影響を与えるため、またはジョークとして作成された、ニュースのように見える虚偽の記事 (ケンブリッジ辞典)	hírnek tűnő hamis történetek, amelyek az interneten vagy más médiumokon terjednek, általában politikai nézetek befolyásolása céljából vagy tréfából (Cambridge szótár)	Histórias falsas que parecem notícias, espalhadas na internet ou usando outras mídias, geralmente criadas para influenciar opiniões políticas ou como uma piada (dicionário Cambridge).	Lažne priče koje se čine kao vijesti, šire se internetom ili drugim medijima, obično stvorene da utječu na političke stavove ili kao šala (Cambridge rječnik).	Napačne zgodbe, ki se zdijo kot novice, širijo se po internetu ali z uporabo drugih medijev, običajno ustvarjene za vplivanje na politična stališča ali kot šala (Cambridge slovar).
glossary_word_2	disinformation	désinformation	desinformación	παραπληροφόρνηση	disinformazione	التضليل	Desinformation	偽情報	dezinformáció	Desinformação	Dezinformacije	Dezinformacije
glosary_definition_2	false information spread in order to deceive people	Action particulière ou continue qui consiste, en usant de tous moyens, à induire un adversaire en erreur ou à favoriser chez lui la subversion dans le dessein de l'affaiblir (CNRTL).	Acción de dar información intencionadamente manipulada al servicio de ciertos fines. (RAE)	Οι ψευδείς πληροφορίες εξαπλώνονται προκειμένου να εξαπατήσουν τους ανθρώπους	false informazioni diffuse per ingannare le persone	هو توجيه معلومات خاطئة أو مضللة عمدًا للتأثير على الرأي العام أو تحقيق أهداف معينة	Verbreitung falscher Informationen, um Menschen zu täuschen.	人々を欺くために広められた虚偽の情報	hamis információk terjesztése az emberek megtévesztése céljából	Informações falsas espalhadas para enganar as pessoas.	Lažne informacije šire se kako bi se obmanulo ljude.	Napačne informacije, ki se širijo z namenom zavajanja ljudi.
glossary_word_3	misinformation	mésinformation	malinformación	κακή πληροφορία	disinformazione	معلومات خاطئة	Misinformation	誤情報	hamis információ (misinformation)	Desinformação	Dezinformacije	Napačne informacije
glosary_definition_3	wrong information (often unintentional), or the fact that people are misinformed. (from Cambridge Dict.)	une information fausse dont la diffusion n’est pas destinée à nuire (CoE).	información falsa difundida sin intención de engañar	λάθος πληροφορίες (συχνά ακούσια) ή το γεγονός ότι οι άνθρωποι είναι παραπληροφητικοί. (από τον Cambridge Dict.)	Informazioni false diffuse per ingannare le persone	المعلومات الخاطئة (في كثير من الأحيان غير مقصودة)، أو حقيقة أن الناس مضَلَلون. (من قاموس كامبريدج).	Verbreitung falscher Information, die oft unabsichtlich geschieht.	間違った情報（多くの場合意図的ではない）、または人々が誤って認識している情報 (ケンブリッジ辞典より)	téves információ (gyakran nem szándékos)	Informações erradas (muitas vezes não intencionais), ou o fato de que as pessoas estão desinformadas (do Dicionário Cambridge).	Pogrešne informacije (često nenamjerne), ili činjenica da su ljudi pogrešno informirani (iz Cambridge rječnika).	Napačne informacije (pogosto nenamerne) ali dejstvo, da so ljudje napačno obveščeni (iz Cambridge slovarja).
classroom_game	Quiz	Quiz	Quiz	κουίζ	Quiz	اختبار	Quiz	クイズ	Kvíz	Questionário	Kviz	Kviz
youverify_link	https://youverify.eu	https://youverify.eu/fr	https://youverify.eu/es	https://youverify.eu	https://youverify.eu	https://youverify.eu	https://youverify.eu	https://youverify.eu	https://youverify.eu	https://youverify.eu	https://youverify.eu	https://youverify.eu
quiz_url	https://view.genial.ly/624c2acc073b7e001725b541	https://view.genial.ly/622e108a9eac8b0011457526	https://view.genial.ly/624fab00678b540013b1b9fa	https://view.genial.ly/624c2acc073b7e001725b541	https://view.genial.ly/624c2acc073b7e001725b541	https://view.genial.ly/624C2ACC073B7E001725B541	https://view.genial.ly/64621ad77870bb0018086897	https://view.genial.ly/624c2acc073b7e001725b541	https://view.genial.ly/624c2acc073b7e001725b541	https://view.genial.ly/624fab00678b540013b1b9fa	https://view.genial.ly/624c2acc073b7e001725b541	https://view.genial.ly/624c2acc073b7e001725b541
