	en	fr	es	el	it	ar	de	ja	hu	pt	hr	sl
quiz_item_answer_5	This picture circulated in France as a gathering of muslims women waiting in front of the French public body for family benefits. In fact, the picture was taken in London outside a police station probably in 2015. The logo on the upper right from the French public body for family benefits was added to the original picture which was cropped to avoid displaying a London bus sign and the police department name on the building. More info:	Cette image a été diffusée en France comme étant un rassemblement de femmes musulmanes faisant la queue devant une Caisse d'allocations familiales. En fait, la photo a été prise à Londres devant un poste de police, en 2015. Le logo en haut à droite de la Caisse d'allocations familiales a été rajouté à la photo originale qui a été recadrée pour éviter l'affichage d'un panneau de bus londonien et le nom du service de police sur l'immeuble. Plus d'infos:	Esta imagen circuló en Francia como una reunión de mujeres musulmanas que esperaban frente al organismo público francés para recibir prestaciones familiares. De hecho, la foto fue tomada en Londres frente a una comisaría de policía en 2015. El logotipo en la parte superior derecha del organismo público francés para las prestaciones familiares se añadió a la imagen original, que fue recortada para evitar mostrar un letrero de autobús de Londres y el nombre del departamento de policía en el edificio. Más información:	Αυτή είναι η περίφημη προειδοποίηση Jordan Peele, (βίντεο) για το μέλλον των ψευδών ειδήσεων, μέσω δημόσιας διεύθυνσης του πρώην προέδρου Μπαράκ Ομπάμα. Χρησιμοποιώντας το Invid και την λειτουργία των χαρακτηριστικών καρέ, είναι δυνατή η ανάκτηση των αρχικών βίντεο του Ομπάμα από τον Δεκέμβριο του 2016 τα οποία χρησιμοποιήθηκαν για να δημιουργήσουν αυτό το φεύτικο βίντεο. Περισσότερες πληροφορίες:	Questa immagine è stata diffusa in Francia come riunione di donne musulmane che aspettano davanti al Fondo per gli Assegni Familiari. In effetti, la foto è stata scattata a Londra davanti a una stazione di polizia probabilmente nel 2015. Il logo in alto a destra del Fondo per gli Assegni Familiari è stato aggiunto all'immagine originale che è stata ritagliata per evitare di visualizzare un cartello dell'autobus di Londra e il nome del dipartimento di polizia sull'edificio. Maggiori informazioni:	Ta slika je krožila v Franciji kot zbiranje muslimank, ki čakajo pred francoskim javnim organom za družinske prejemke. Pravzaprav je bila slika posneta v Londonu pred policijsko postajo verjetno leta 2015. Logotip v zgornjem desnem kotu francoskega javnega organa za družinske prejemke je bil dodan izvirni sliki, ki je bila obrezana, da bi se izognili prikazu znaka londonskega avtobusa in imena policijske postaje na stavbi. Več informacij:	Dieses Bild kursierte in Frankreich als Versammlung muslimischer Frauen, die vor dem französischen öffentlichen Amt für Familienleistungen warteten. Tatsächlich wurde das Bild 2015 in London vor einer Polizeiwache aufgenommen. Das Logo oben rechts vom französischen öffentlichen Amt für Familienleistungen wurde dem Originalbild hinzugefügt, das beschnitten wurde, um die Anzeige eines Londoner Busses und des Polizeidienststellennamens auf dem Gebäude zu vermeiden. Weitere Informationen:	この画像は、フランスでは、フランスの家族手当公的機関の前で待っているイスラム教徒の女性の集まりとして広まりました。実際には、この写真は2015年にロンドンの警察署の外で撮影されたものです。フランスの家族手当公的機関のロゴが右上に追加され、ロンドンのバスの標識や建物の警察署の名前が表示されないように元の画像がトリミングされていました。詳細情報:	Ez a kép Franciaországban muszlim nők gyülekezéseként terjedt, akik a francia családtámogatási hivatal előtt várakoztak. Valójában a képet Londonban, egy rendőrkapitányság előtt készítették, valószínűleg 2015-ben. A jobb felső sarokban található logó (a francia családtámogatási hivataltól) az eredeti képhez lett hozzáadva, amelyet levágtak, hogy elkerüljék a londoni buszjelzés és az épületen lévő rendőrségi osztálynév megjelenítését. További információk:	Esta imagem circulou na França como uma reunião de mulheres muçulmanas esperando em frente ao órgão público francês para benefícios familiares. Na verdade, a foto foi tirada em Londres em frente a uma delegacia de polícia provavelmente em 2015. O logotipo no canto superior direito do órgão público francês para benefícios familiares foi adicionado à imagem original, que foi cortada para evitar exibir um sinal de ônibus de Londres e o nome do departamento de polícia no edifício. Mais informações:	Ova slika je kružila Francuskom kao okupljanje muslimanskih žena koje čekaju ispred francuskog javnog tijela za obiteljske naknade. Zapravo, slika je snimljena u Londonu ispred policijske postaje vjerojatno 2015. Logo u gornjem desnom kutu francuskog javnog tijela za obiteljske naknade dodan je originalnoj slici koja je izrezana kako bi se izbjeglo prikazivanje znaka londonskog autobusa i naziva policijske uprave na zgradi. Više informacija:	Ta slika je krožila v Franciji kot zbiranje muslimank, ki čakajo pred francoskim javnim organom za družinske prejemke. Pravzaprav je bila slika posneta v Londonu pred policijsko postajo verjetno leta 2015. Logotip v zgornjem desnem kotu francoskega javnega organa za družinske prejemke je bil dodan izvirni sliki, ki je bila obrezana, da bi se izognili prikazu znaka londonskega avtobusa in imena policijske postaje na stavbi. Več informacij:
quiz_item_answer_5_url	https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video	https://factuel.afp.com/non-cette-image-ne-montre-pas-des-femmes-voilees-devant-la-caf-de-rosny-sous-bois	https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video	https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video	https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video	https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video	https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video	https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video	https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video	https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video	https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video	https://observers.france24.com/en/20180824-verification-guide-cropped-photo-video
quiz_item_url_6	https://www.youtube.com/embed/pzi7vqGos6U?rel=0	https://www.youtube.com/embed/pzi7vqGos6U?rel=0	https://www.youtube.com/embed/pzi7vqGos6U?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/pzi7vqGos6U?rel=0	https://www.youtube.com/embed/pzi7vqGos6U?rel=0	https://www.youtube.com/embed/pzi7vqGos6U?rel=0	https://www.youtube.com/embed/pzi7vqGos6U?rel=0	https://www.youtube.com/embed/pzi7vqGos6U?rel=0	https://www.youtube.com/embed/pzi7vqGos6U?rel=0	https://www.youtube.com/embed/pzi7vqGos6U?rel=0	https://www.youtube.com/embed/pzi7vqGos6U?rel=0
quiz_item_title_6													
quiz_item_answer_6	A video clip showing a drone-dispatching airship emblazoned with the Amazon logo is a powerful contender for April Fool’s joke of the year — and what makes it so powerful is that it comes close to a kind of truth.	Cette vidéo d’un ballon dirigeable arborant un logo Amazon, base de lancement de drones livreurs de colis est en réalité un poisson d’avril et un montage.	Este video de un dirigible con un logo de Amazon como plataforma de lanzamiento para drones de reparto de paquetes es en realidad una broma del Día de los Inocentes y un montaje.	Αυτό το ψεύτικο βίντεο είναι μία σύνθεση των προσώπων των ηθοποιών Jennifer Lawrence και Steve Bruscemi με τη χρήση τεχνητής νοημοσύνης. Χρησιμοποιώντας τις λειτουργίες των Invid χαρακτηριστικών καρέ και της αντίστροφης αναζήτησης με βάση την εικόνα, βρίσκει κανείς εύκολα το αρχικό υλικό ή την εικόνα από την τελετή Χρυσές Σφαίρες.	Questo video di un dirigibile con un logo Amazon come rampa di lancio per i droni di consegna dei pacchetti è in realtà uno scherzo del pesce d'aprile e un montaggio.	Video posnetek, ki prikazuje zračno ladjo z logotipom Amazona, ki razpošilja drone, je močan kandidat za prvoaprilsko šalo leta – in kar ga dela tako močnega, je, da se približa nekakšni resnici.	Ein Videoclip, der ein Drohnen-abfeuerndes Luftschiff mit dem Amazon-Logo zeigt, ist ein starker Kandidat für den Aprilscherz des Jahres - und was ihn so mächtig macht, ist, dass er einer Art Wahrheit nahe kommt.	Amazonのロゴが入ったドローン発進飛行船のビデオクリップは、今年のエイプリルフールのジョークの有力候補です。そして、なぜそれがそれほど強力なのかというと、ある種の真実に近いからです。	Egy drónokat indító, Amazon logóval ellátott léghajót ábrázoló videóklip erőteljes jelölt az év áprilisi tréfájára – és ami annyira erőteljessé teszi, az az, hogy közel áll egyfajta igazsághoz.	Um videoclipe mostrando um dirigível despachador de drones com o logotipo da Amazon é um forte candidato à piada de 1º de abril do ano — e o que o torna tão poderoso é que se aproxima de um tipo de verdade.	Video isječak koji prikazuje zračni brod s logotipom Amazona za isporuku dronova snažan je kandidat za prvoaprilsku šalu godine — a ono što ga čini tako moćnim je to što se približava nekakvoj istini.	Video posnetek, ki prikazuje zračno ladjo z logotipom Amazona, ki razpošilja drone, je močan kandidat za prvoaprilsko šalo leta – in kar ga dela tako močnega, je, da se približa nekakšni resnici.
quiz_item_answer_6_url	https://www.snopes.com/fact-check/amazon-drone-releasing-blimp/	https://factuel.afp.com/un-dirigeable-amazon-qui-distribue-des-colis-par-drones-non-une-realisation-3d-pour-le-1er-abril	https://verne.elpais.com/verne/2019/04/03/articulo/1554283489_955125.html		https://www.snopes.com/fact-check/amazon-drone-relefise-blimp/	https://www.snopes.com/fact-check/amazon-drone-relefise-blimp/	https://www.snopes.com/fact-check/amazon-drone-relefise-blimp/	https://www.snopes.com/fact-check/amazon-drone-releasing-blimp/	https://www.snopes.com/fact-check/amazon-drone-releasing-blimp/	https://verne.elpais.com/verne/2019/04/03/articulo/1554283489_955125.html	https://www.snopes.com/fact-check/amazon-drone-releasing-blimp/	https://www.snopes.com/fact-check/amazon-drone-releasing-blimp/
quiz_item_url_7	https://www.youtube.com/embed/Fir8tP7yHpg?rel=0	https://www.youtube.com/embed/Fir8tP7yHpg?rel=0	https://www.youtube.com/embed/Fir8tP7yHpg?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/Fir8tP7yHpg?rel=0	https://www.youtube.com/embed/Fir8tP7yHpg?rel=0	https://www.youtube.com/embed/Fir8tP7yHpg?rel=0	https://www.youtube.com/embed/Fir8tP7yHpg?rel=0	https://www.youtube.com/embed/Fir8tP7yHpg?rel=0	https://www.youtube.com/embed/Fir8tP7yHpg?rel=0	https://www.youtube.com/embed/Fir8tP7yHpg?rel=0	https://www.youtube.com/embed/Fir8tP7yHpg?rel=0
quiz_item_title_7													
quiz_item_answer_7	This terrifying attraction called the Gyro drop has been spreading on Facebook. Nevertheless, it does not exist: it was a video made to celebrate the 30th anniversary of a Korean amusement park.	Cette attraction terrifiante, baptisée le Gyro drop a été largement partagée sur Facebook. En fait, elle n'existe pas : il s'agit d'une vidéo fabriquée pour célébrer les 30 ans d'un parc d'attractions coréen.	Esta atracción atemorizadora de caída libre se ha hecho viral en Facebook pero es totalmente falsa. Se trata de un vídeo fabricado para celebrar los 30 años de un parque temático coreano.	Αυτό το βίντεο υποτίθεται ότι δείχνει ένα πάρκο άγριας ζωής 7D στην Ιαπωνία. Στην πραγματικότητα, προέρχεται από κλιπς εικονικής πραγματικότητας. Περισσότερες πληροφορίες:	Questa terrificante attrazione chiamata "Gyro Drop" si è diffusa su Facebook. Ciononostante, non esiste: era un video fatto per celebrare il 30 ° anniversario di un parco di divertimenti coreano.	Ta strašljiva atrakcija, imenovana Gyro drop, se je širila po Facebooku. Kljub temu ne obstaja: šlo je za video, narejen za praznovanje 30. obletnice korejskega zabaviščnega parka.	Diese schreckliche Attraktion namens The Gyro Drop hat sich auf Facebook verbreitet. Trotzdem existiert es nicht: Es war ein Video, um den 30. Jahrestag eines koreanischen Vergnügungsparks zu feiern.	ジャイロドロップと呼ばれるこの恐ろしいアトラクションはFacebook上で拡散されました。しかし実在しません。韓国の遊園地の30周年を祝うために作成されたビデオでした。	Ez a Gyro drop nevű ijesztő attrakció a Facebookon kezdett terjedni. De nem létezik: a videót egy koreai vidámpark 30. évfordulójának megünneplésére készítették.	Esta atração aterrorizante de queda livre se tornou viral no Facebook, mas é totalmente falsa. Trata-se de um vídeo fabricado para celebrar os 30 anos de um parque temático coreano.	Ova zastrašujuća atrakcija nazvana Gyro drop širi se Facebookom. Ipak, ona ne postoji: bio je to video napravljen za proslavu 30. godišnjice korejskog zabavnog parka.	Ta strašljiva atrakcija, imenovana Gyro drop, se je širila po Facebooku. Kljub temu ne obstaja: šlo je za video, narejen za praznovanje 30. obletnice korejskega zabaviščnega parka.
quiz_item_answer_7_url	https://factcheck.afp.com/no-terrifying-attraction-does-not-exist	https://factuel.afp.com/no-cette-attraction-terrifiante-nexiste-pas-reellement	https://es.gizmodo.com/lo-sentimos-ese-video-viral-de-un-parque-de-atraccione-1835522338	https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan	https://factcheck.afp.com/no-terrifection-attraction-does-not-exist	https://factcheck.afp.com/no-terrifection-attraction-does-not-exist	https://factcheck.afp.com/no-terrifection-attraction-does-not-exist	https://factcheck.afp.com/no-terrifying-attraction-does-not-exist	https://factcheck.afp.com/no-terrifying-attraction-does-not-exist	https://es.gizmodo.com/lo-sentimos-ese-video-viral-de-un-parque-de-atraccione-1835522338	https://factcheck.afp.com/no-terrifying-attraction-does-not-exist	https://factcheck.afp.com/no-terrifying-attraction-does-not-exist
quiz_item_url_8	https://www.youtube.com/embed/VBa4D9D6Gng?rel=0	https://www.youtube.com/embed/VBa4D9D6Gng?rel=0	https://www.youtube.com/embed/VBa4D9D6Gng?rel=0		https://www.youtube.com/embed/VBa4D9D6Gng?rel=0	https://www.youtube.com/embed/VBa4D9D6Gng?rel=0	https://www.youtube.com/embed/VBa4D9D6Gng?rel=0	https://www.youtube.com/embed/VBa4D9D6Gng?rel=0	https://www.youtube.com/embed/VBa4D9D6Gng?rel=0	https://www.youtube.com/embed/VBa4D9D6Gng?rel=0	https://www.youtube.com/embed/VBa4D9D6Gng?rel=0	https://www.youtube.com/embed/VBa4D9D6Gng?rel=0
quiz_item_title_8													
quiz_item_answer_8	A video shared by millions on social media apparently shows two poachers posing in front of a dead lion before being attacked by a second animal. But it is a fake, made by an Australian production company.	Une vidéo partagée par des millions de personnes sur les réseaux sociaux montre apparemment deux braconniers posant devant un lion mort avant d'être attaqués par un deuxième animal. Mais il s'agit d'un faux, réalisé par une société de production australienne.	Este video compartido por millones de personas en las redes sociales muestra aparentemente a dos cazadores furtivos posando frente a un león muerto antes de ser atacados por un segundo animal. Sin embargo el video, hecho por una compañía de producción australiana, es falso.		Un video condiviso da milioni sui social media apparentemente mostra due bracconieri in posa di fronte a un leone morto prima di essere attaccati da un secondo animale. Ma è un falso, realizzato da una società di produzione australiana.	Video, ki so ga na milijone delili na družbenih medijih, očitno prikazuje dva divja lovca, ki pozirata pred mrtvim levom, preden ju napade druga žival. Vendar je to ponaredek, ki ga je izdelala avstralska produkcijska hiša.	Ein Video, das Millionen in sozialen Medien geteilt hat, zeigt offenbar zwei Wilderer, die vor einem toten Löwen posieren, bevor er von einem zweiten Tier angegriffen wird. Aber es ist eine Fälschung, die von einer australischen Produktionsfirma hergestellt wurde.	ソーシャルメディアで数百万人が共有した動画には、密猟者が死んだライオンの前でポーズをとり、その後動物に襲われる様子が映っているように見えます。しかし、オーストラリアの制作会社が作ったフェイクです。	Egy több millió ember által megosztott videó látszólag két orvvadászt ábrázol, akik egy halott oroszlán előtt pózolnak, mielőtt egy második állat megtámadná őket. De ez egy hamisítvány, amelyet egy ausztrál produkciós cég készített.	Este vídeo compartilhado por milhões de pessoas nas redes sociais mostra aparentemente dois caçadores furtivos posando em frente a um leão morto antes de serem atacados por um segundo animal. No entanto, o vídeo, feito por uma produtora australiana, é falso.	Video koji su milijuni podijelili na društvenim mrežama očito prikazuje dva krivolovca kako poziraju ispred mrtvog lava prije nego što ih napadne druga životinja. Ali to je lažnjak, napravljen od strane australske produkcijske kuće.	Video, ki so ga na milijone delili na družbenih medijih, očitno prikazuje dva divja lovca, ki pozirata pred mrtvim levom, preden ju napade druga žival. Vendar je to ponaredek, ki ga je izdelala avstralska produkcijska hiša.
quiz_item_answer_8_url	https://factcheck.afp.com/couple-poachers-attacked-lion-fake-video	https://factuel.afp.com/un-couple-de-braconniers-attaque-par-un-lion-il-sagit-dune-video-truquee	https://factual.afp.com/una-pareja-de-cazadores-fue-atacada-por-un-leon-que-queria-vengar-otro-es-un-montaje		https://factcheck.afp.com/couple-poachers-attacked-lion-fake-video	https://factcheck.afp.com/couple-poachers-attacked-lion-fake-video	https://factcheck.afp.com/couple-poachers-attacked-lion-fake-video	https://factcheck.afp.com/couple-poachers-攻撃された-lion-fake-video	https://factcheck.afp.com/couple-poachers-attacked-lion-fake-video	https://factual.afp.com/una-pareja-de-cazadores-fue-atacada-por-un-leon-que-queria-vengar-otro-es-un-montaje	https://factcheck.afp.com/couple-poachers-attacked-lion-fake-video	https://factcheck.afp.com/couple-poachers-attacked-lion-fake-video
quiz_item_url_9	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0		https://www.youtube.com/embed/cQ54GDm1eL0?rel=0	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0	https://www.youtube.com/embed/cQ54GDm1eL0?rel=0
quiz_item_title_9													
quiz_item_answer_9	This is the famous Jordan Peele video warning about the future of fake news through an ex-president Barack Obama public address. Using InVID and its keyframes feature, it is possible to retrieve the original videos of Obama from December 2016 that were used to make this deep fake video. More information:	C'est la célèbre vidéo de Jordan Peele qui met en garde contre l'avenir des fausses nouvelles à travers une allocution bidon de l'ancien président Barack Obama. En utilisant InVID et la fragmentation en images-clés, il est possible de récupérer les vidéos originales d'Obama de décembre 2016 qui ont été utilisées pour réaliser cette vidéo ''deep fake''. Plus d'informations :	Este es el famoso video de advertencia de Jordan Peele sobre el futuro de las noticias falsas a través de un falso anuncio público del ex presidente Barack Obama. Utilizando InVID y su función de fotogramas clave, es posible recuperar los vídeos originales de Obama de diciembre de 2016 que se utilizaron para realizar este vídeo falso ''deep fake''. Más información:		Questo è il famoso video di avvertenza di Jordan Peele sul futuro delle notizie false attraverso un discorso fasullo del ex-presidente Barack Obama. Utilizzando Invid e la funzione fotogrammi chiave, è possibile recuperare i video originali di Obama da dicembre 2016 che sono stati utilizzati per creare questo "deep fake". Ulteriori informazioni:	Ta je znani video Jordana Peeleja, ki opozarja na prihodnost lažnih novic prek javnega nagovora nekdanjega predsednika Baracka Obame. Z uporabo InVID-a in njegove funkcije ključnih sličic je mogoče pridobiti izvirne videoposnetke Obame iz decembra 2016, ki so bili uporabljeni za izdelavo tega videoposnetka "globoke ponaredbe". Več informacij:	Dies ist die berühmte Jordan Peele-Videowarnung vor der Zukunft gefälschter Nachrichten durch eine Ex-Präsidentin Barack Obama öffentliche Ansprache. Mit Invid und seiner Keyframes -Funktion ist es möglich, die Originalvideos von Obama ab Dezember 2016 abzurufen, die verwendet wurden, um dieses tiefe gefälschte Video zu erstellen. Weitere Informationen:	これは、元大統領バラク・オバマの公開演説を通じてフェイクニュースの未来について警告する、ジョーダン・ピールによる有名なビデオです。InVIDとそのキーフレーム機能を使用すると、このディープフェイクビデオを作成するために使用された2016年12月のオバマのオリジナルビデオを検索できます。詳細情報:	Ez a híres Jordan Peele videó, amely a hamis hírek jövőjéről figyelmeztet, egy korábbi elnök, Barack Obama nyilvános beszédén keresztül. Az InVID és a kulcsképkockák funkció segítségével lekérdezhetők a 2016 decemberi eredeti Obama videók, amelyeket ehhez a deep fake videóhoz használtak. További információk:	Este é o famoso vídeo de Jordan Peele alertando sobre o futuro das notícias falsas através de um discurso público do ex-presidente Barack Obama. Usando o InVID e seu recurso de keyframes, é possível recuperar os vídeos originais de Obama de dezembro de 2016 que foram usados para fazer este vídeo "deep fake". Mais informações:	Ovo je poznati video Jordana Peelea koji upozorava na budućnost lažnih vijesti putem javnog obraćanja bivšeg predsjednika Baracka Obame. Koristeći InVID i njegovu značajku ključnih kadrova, moguće je dohvatiti originalne videozapise Obame iz prosinca 2016. koji su korišteni za izradu ovog "deep fake" videozapisa. Više informacija:	To je znani video Jordana Peeleja, ki opozarja na prihodnost lažnih novic prek javnega nagovora nekdanjega predsednika Baracka Obame. Z uporabo InVID-a in njegove funkcije ključnih sličic je mogoče pridobiti izvirne videoposnetke Obame iz decembra 2016, ki so bili uporabljeni za izdelavo tega videoposnetka "globoke ponaredbe". Več informacij:
quiz_item_answer_9_url	www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed	www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed	www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed		www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed	www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed	www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed	www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed	www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed	www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed	www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed	www.buzzfeednews.com/article/davidmack/obama-fake-news-jordan-peele-psa-video-buzzfeed
quiz_item_url_10	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0		https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0	https://www.youtube.com/embed/VzhN7LyNJHs?rel=0
quiz_item_title_10													
quiz_item_answer_10	This deep fake video is a mashup between actress Jennifer Lawrence and actor Steve Bruscemi faces made by using Artificial intelligence. Using InVID keyframes and image reverse search, one easily finds the original footage or picture of the Golden Globes ceremony.	Cette vidéo est une mashup entre les visages de l'actrice Jennifer Lawrence et de l'acteur Steve Bruscemi, créée par intelligence artificielle. En utilisant la fragmentation en images-clés d'InVID et la recherche inversée d'images, on trouve facilement la séquence ou la photo originale de la cérémonie des Golden Globes.	Este video falso es una mezcla entre las caras de la actriz Jennifer Lawrence y del actor Steve Bruscemi hecha usando inteligencia artificial. Usando la herramiento de fotogramas clave de InVID y la búsqueda inversa de imágenes, uno encuentra fácilmente el material o la imagen original de la ceremonia de los Globos de Oro.		Questo deep fake video è un mashup tra i visi dell'attrice Jennifer Lawrence e del attore Steve Bruscemi realizzato utilizzando l'intelligenza artificiale. Utilizzando InVID fotogrammi chiave e immagine inversa, si trova facilmente il filmato originale o l'immagine della cerimonia dei Golden Globes.	Ta video z globoko ponarejeno vsebino je zmešnjava obrazov igralke Jennifer Lawrence in igralca Steva Bruscemija, ustvarjena z uporabo umetne inteligence. Z uporabo ključnih sličic InVID in obratnega iskanja slik, je enostavno najti izvirni posnetek ali sliko s podelitve zlatih globusov.	Dieses Deep-Fake-Video ist ein Mashup zwischen den Gesichtern der Schauspielerin Jennifer Lawrence und des Schauspielers Steve Bruscemi, erstellt mithilfe künstlicher Intelligenz. Mithilfe von InVID-Keyframes und der Bildrückwärtssuche findet man leicht das Originalmaterial oder das Bild der Golden Globes-Zeremonie.	このディープフェイクビデオは、女優ジェニファー・ローレンスと俳優スティーブ・ブルシェミの顔を人工知能を使って合成したものです。InVIDのキーフレームと画像逆検索を使用すると、ゴールデングローブ賞授賞式の元の映像や画像を簡単に見つけることができます。	Ez a deep fake videó Jennifer Lawrence színésznő és Steve Bruscemi színész arcainak mesterséges intelligencia segítségével készült összeolvasztása. Az InVID kulcsképkockáit és képfordított keresését használva könnyen megtalálható az Arany Glóbusz ceremónia eredeti felvétele vagy képe.	Este vídeo deep fake é um mashup entre os rostos da atriz Jennifer Lawrence e do ator Steve Bruscemi, feito usando inteligência artificial. Usando keyframes do InVID e pesquisa reversa de imagens, é fácil encontrar a filmagem original ou a imagem da cerimônia do Globo de Ouro.	Ovaj deep fake video je mashup lica glumice Jennifer Lawrence i glumca Stevea Bruscemija napravljen pomoću umjetne inteligencije. Koristeći InVID ključne kadrove i obrnuto pretraživanje slika, lako se pronalazi originalna snimka ili slika ceremonije Zlatnih globusa.	Ta video z globoko ponarejeno vsebino je zmešnjava obrazov igralke Jennifer Lawrence in igralca Steva Bruscemija, ustvarjena z uporabo umetne inteligence. Z uporabo ključnih sličic InVID in obratnega iskanja slik, je enostavno najti izvirni posnetek ali sliko s podelitve zlatih globusov.
quiz_item_answer_10_url													
quiz_item_url_11	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0		https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0	https://www.youtube.com/embed/Bp43FJ0O-Nk?rel=0
quiz_item_title_11													
quiz_item_answer_11	This video is supposed to show a 7D wildlife park in Japan. In fact, it comes from virtual reality clips. More information:	Cette vidéo est censée montrer un parc animalier 7D au Japon. En fait, il s'agit de clips de réalité virtuelle. Plus d'informations :	Este video se supone que muestra un parque de vida silvestre 7D en Japón. En efecto, proviene de clips de realidad virtual. Más información:		Questo video dovrebbe mostrare un parco naturale 7D in Giappone. In effetti, proviene da clips di realtà virtuale. Ulteriori informazioni:	Ta video naj bi prikazoval park divjih živali 7D na Japonskem. V resnici izvira iz posnetkov virtualne resničnosti. Več informacij:	Dieses Video soll in Japan einen 7D Wildlife Park zeigen. Tatsächlich stammt es aus Virtual -Reality -Clips. Mehr Informationen:	このビデオは日本にある7Dの野生動物公園、だと説明しています。実際はVR映像です。詳細情報:	Ez a videó állítólag egy 7D vadvilág parkot mutat be Japánban. Valójában virtuális valóság klipekből származik. További információ:	Este vídeo supostamente mostra um parque de vida selvagem 7D no Japão. Na verdade, ele vem de clipes de realidade virtual. Mais informações:	Ovaj video bi trebao prikazivati 7D park divljih životinja u Japanu. Zapravo, potječe iz isječaka virtualne stvarnosti. Više informacija:	Ta video naj bi prikazoval park divjih živali 7D na Japonskem. V resnici izvira iz posnetkov virtualne resničnosti. Več informacij:
quiz_item_answer_11_url	https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan	https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan	https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan		https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan	https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan	https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan	https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan	https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan	https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan	https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan	https://factcheck.afp.com/no-not-video-7d-wildlife-park-japan
